id,year,districtno,districtname,eval
6959,2015,234,Radnor District,2
1807,2015,234,Radnor District,4
7483,2015,987,Kentwood District,2
2761,2015,234,Radnor District,3
5413,2015,987,Kentwood District,1
3593,2015,234,Radnor District,4
4126,2015,234,Radnor District,4
6352,2015,987,Kentwood District,1
2987,2015,234,Radnor District,4
2601,2015,234,Radnor District,4
1701,2015,987,Kentwood District,5
5819,2015,987,Kentwood District,3
7451,2015,123,Westlake District,5
2798,2015,234,Radnor District,3
3785,2015,234,Radnor District,4
6170,2015,234,Radnor District,3
4011,2015,234,Radnor District,2
6981,2015,234,Radnor District,4
5139,2015,234,Radnor District,3
1482,2015,234,Radnor District,4
131,2015,234,Radnor District,4
5913,2015,234,Radnor District,4
5390,2015,234,Radnor District,4
3600,2015,234,Radnor District,4
2706,2015,987,Kentwood District,
4897,2015,234,Radnor District,3
2746,2015,234,Radnor District,3
4837,2015,234,Radnor District,3
4618,2015,234,Radnor District,2
5376,2015,234,Radnor District,4
862,2015,234,Radnor District,3
1110,2015,234,Radnor District,5
6918,2015,234,Radnor District,2
5360,2015,234,Radnor District,3
4318,2015,234,Radnor District,5
1509,2015,234,Radnor District,3
4465,2015,234,Radnor District,4
7215,2015,234,Radnor District,4
2485,2015,234,Radnor District,3
5272,2015,234,Radnor District,3
4546,2015,234,Radnor District,2
3755,2015,234,Radnor District,4
7285,2015,234,Radnor District,4
6487,2015,234,Radnor District,3
2310,2015,234,Radnor District,3
4266,2015,234,Radnor District,5
44,2015,987,Kentwood District,2
3009,2015,234,Radnor District,3
56,2015,234,Radnor District,4
3748,2015,987,Kentwood District,4
2583,2015,234,Radnor District,4
1939,2015,234,Radnor District,5
6629,2015,234,Radnor District,4
2145,2015,987,Kentwood District,5
1290,2015,987,Kentwood District,3
6599,2015,234,Radnor District,3
4445,2015,987,Kentwood District,2
4737,2015,987,Kentwood District,4
2677,2015,987,Kentwood District,3
7133,2015,234,Radnor District,3
6903,2015,123,Westlake District,4
7013,2015,234,Radnor District,4
4277,2015,987,Kentwood District,3
5167,2015,234,Radnor District,3
4111,2015,234,Radnor District,4
5584,2015,234,Radnor District,3
6910,2015,234,Radnor District,3
5253,2015,234,Radnor District,3
4686,2015,234,Radnor District,4
6300,2015,234,Radnor District,2
6673,2015,234,Radnor District,4
531,2015,234,Radnor District,4
3147,2015,234,Radnor District,1
2297,2015,234,Radnor District,2
1545,2015,234,Radnor District,5
2915,2015,234,Radnor District,3
987,2015,234,Radnor District,4
5350,2015,234,Radnor District,3
1262,2015,234,Radnor District,3
3880,2015,234,Radnor District,4
4285,2015,987,Kentwood District,4
5596,2015,234,Radnor District,3
2361,2015,234,Radnor District,2
2714,2015,234,Radnor District,3
2223,2015,234,Radnor District,2
4726,2015,234,Radnor District,5
2473,2015,234,Radnor District,3
1941,2015,234,Radnor District,2
4666,2015,987,Kentwood District,3
3727,2015,234,Radnor District,
95,2015,234,Radnor District,4
3858,2015,234,Radnor District,3
2754,2015,987,Kentwood District,3
5747,2015,234,Radnor District,3
4336,2015,234,Radnor District,4
2031,2015,234,Radnor District,3
3326,2015,234,Radnor District,3
7353,2015,234,Radnor District,4
4502,2015,234,Radnor District,4
5535,2015,234,Radnor District,4
2354,2015,234,Radnor District,5
7196,2015,234,Radnor District,3
5273,2015,987,Kentwood District,2
1131,2015,234,Radnor District,3
1627,2015,234,Radnor District,
5026,2015,234,Radnor District,4
296,2015,987,Kentwood District,1
2880,2015,234,Radnor District,3
1495,2015,234,Radnor District,4
1043,2015,234,Radnor District,3
6256,2015,234,Radnor District,5
6186,2015,234,Radnor District,3
1565,2015,234,Radnor District,3
2639,2015,234,Radnor District,5
7365,2015,234,Radnor District,4
458,2015,234,Radnor District,3
6852,2015,234,Radnor District,3
4571,2015,987,Kentwood District,2
1610,2015,234,Radnor District,5
4544,2015,234,Radnor District,5
474,2015,234,Radnor District,4
4089,2015,987,Kentwood District,4
263,2015,234,Radnor District,3
7334,2015,234,Radnor District,5
6426,2015,234,Radnor District,4
4754,2015,234,Radnor District,4
2356,2015,234,Radnor District,3
4408,2015,234,Radnor District,3
4317,2015,234,Radnor District,2
7136,2015,234,Radnor District,3
2141,2015,234,Radnor District,5
3745,2015,987,Kentwood District,4
7463,2015,987,Kentwood District,5
313,2015,987,Kentwood District,4
4623,2015,234,Radnor District,3
1703,2015,234,Radnor District,5
2702,2015,234,Radnor District,3
3883,2015,234,Radnor District,3
5672,2015,234,Radnor District,5
3629,2015,987,Kentwood District,5
3356,2015,234,Radnor District,3
1526,2015,234,Radnor District,4
4512,2015,234,Radnor District,4
3154,2015,234,Radnor District,5
6665,2015,234,Radnor District,3
3525,2015,234,Radnor District,4
