id,year,districtno,districtname,eval
776,2013,234,Radnor,5
5470,2013,234,Radnor,3
6959,2013,234,Radnor,4
1994,2013,234,Radnor,3
7281,2013,234,Radnor,3
499,2013,234,Radnor,4
1807,2013,234,Radnor,4
7483,2013,987,Kentwood,4
2423,2013,234,Radnor,3
4309,2013,234,Radnor,2
6881,2013,234,Radnor,5
3459,2013,234,Radnor,
2855,2013,234,Radnor,3
3457,2013,234,Radnor,2
2761,2013,234,Radnor,5
5413,2013,987,Kentwood,
284,2013,234,Radnor,2
3593,2013,234,Radnor,4
2648,2013,234,Radnor,5
4126,2013,234,Radnor,5
6352,2013,987,Kentwood,5
5660,2013,234,Radnor,5
4392,2013,234,Radnor,5
2990,2013,234,Radnor,4
2987,2013,234,Radnor,5
2601,2013,234,Radnor,1
5792,2013,234,Radnor,3
6912,2013,234,Radnor,3
3448,2013,234,Radnor,5
2427,2013,234,Radnor,5
7425,2013,234,Radnor,2
1701,2013,987,Kentwood,
4595,2013,234,Radnor,4
3444,2013,234,Radnor,3
4736,2013,234,Radnor,4
3822,2013,234,Radnor,3
878,2013,234,Radnor,2
3513,2013,234,Radnor,3
3927,2013,987,Kentwood,
369,2013,234,Radnor,3
5819,2013,987,Kentwood,5
7451,2013,122,Westlake,5
2798,2013,234,Radnor,3
3203,2013,234,Radnor,5
3785,2013,234,Radnor,5
5691,2013,234,Radnor,2
4345,2013,234,Radnor,3
6154,2013,234,Radnor,4
6880,2013,234,Radnor,3
2275,2013,234,Radnor,5
4428,2013,234,Radnor,2
5939,2013,234,Radnor,5
4314,2013,234,Radnor,4
5833,2013,234,Radnor,4
3287,2013,987,Kentwood,4
3473,2013,234,Radnor,5
6170,2013,234,Radnor,4
4011,2013,234,Radnor,3
7277,2013,987,Kentwood,
5305,2013,234,Radnor,4
1048,2013,234,Radnor,4
754,2013,234,Radnor,2
124,2013,234,Radnor,3
4058,2013,234,Radnor,4
6981,2013,234,Radnor,3
888,2013,234,Radnor,3
6978,2013,234,Radnor,5
4854,2013,234,Radnor,4
721,2013,234,Radnor,5
5139,2013,234,Radnor,5
1482,2013,234,Radnor,5
2172,2013,987,Kentwood,
131,2013,234,Radnor,4
5913,2013,234,Radnor,4
5390,2013,234,Radnor,4
3600,2013,234,Radnor,3
2706,2013,987,Kentwood,
4897,2013,234,Radnor,2
5467,2013,987,Kentwood,4
1448,2013,234,Radnor,4
4205,2013,234,Radnor,5
5933,2013,234,Radnor,3
2746,2013,234,Radnor,4
1215,2013,234,Radnor,4
3343,2013,234,Radnor,2
4056,2013,234,Radnor,4
7137,2013,234,Radnor,4
5300,2013,234,Radnor,5
1023,2013,234,Radnor,5
6578,2013,234,Radnor,4
2808,2013,234,Radnor,4
1041,2013,234,Radnor,4
4837,2013,234,Radnor,2
4618,2013,234,Radnor,5
5376,2013,234,Radnor,4
5436,2013,234,Radnor,5
2300,2013,234,Radnor,4
3580,2013,234,Radnor,5
862,2013,234,Radnor,4
3373,2013,987,Kentwood,
1110,2013,234,Radnor,3
6918,2013,234,Radnor,4
2498,2013,234,Radnor,4
2000,2013,234,Radnor,5
6531,2013,234,Radnor,5
5360,2013,234,Radnor,4
2980,2013,234,Radnor,2
1050,2013,234,Radnor,
6966,2013,234,Radnor,2
3715,2013,234,Radnor,3
6616,2013,234,Radnor,2
2278,2013,234,Radnor,4
4318,2013,234,Radnor,3
1509,2013,234,Radnor,5
980,2013,234,Radnor,3
5288,2013,234,Radnor,3
5639,2013,987,Kentwood,5
4465,2013,234,Radnor,4
7215,2013,234,Radnor,4
3578,2013,234,Radnor,4
2485,2013,234,Radnor,5
4324,2013,234,Radnor,3
5272,2013,234,Radnor,2
4546,2013,234,Radnor,3
985,2013,234,Radnor,3
5399,2013,234,Radnor,4
3755,2013,234,Radnor,4
1121,2013,234,Radnor,5
6792,2013,122,Westlake,4
5932,2013,234,Radnor,5
7285,2013,234,Radnor,5
1895,2013,234,Radnor,3
6487,2013,234,Radnor,3
2310,2013,234,Radnor,3
4266,2013,234,Radnor,2
44,2013,987,Kentwood,4
3009,2013,234,Radnor,3
4833,2013,234,Radnor,4
4865,2013,234,Radnor,2
1124,2013,234,Radnor,4
56,2013,234,Radnor,3
3748,2013,987,Kentwood,
3445,2013,234,Radnor,4
1834,2013,234,Radnor,2
2583,2013,234,Radnor,3
1939,2013,234,Radnor,4
638,2013,234,Radnor,5
6702,2013,234,Radnor,5
1047,2013,122,Westlake,4
3159,2013,234,Radnor,3
4615,2013,234,Radnor,3
5100,2013,234,Radnor,3
2657,2013,234,Radnor,5
6629,2013,234,Radnor,5
829,2013,234,Radnor,4
1170,2013,234,Radnor,4
3354,2013,234,Radnor,4
2145,2013,987,Kentwood,4
6241,2013,234,Radnor,4
1290,2013,987,Kentwood,5
5085,2013,234,Radnor,3
5911,2013,234,Radnor,4
1646,2013,234,Radnor,3
6599,2013,234,Radnor,4
4445,2013,987,Kentwood,
3177,2013,234,Radnor,2
4737,2013,987,Kentwood,
5322,2013,234,Radnor,5
2677,2013,987,Kentwood,
7133,2013,234,Radnor,4
6903,2013,122,Westlake,1
3809,2013,234,Radnor,4
6657,2013,234,Radnor,2
2924,2013,234,Radnor,5
7013,2013,234,Radnor,4
4277,2013,987,Kentwood,
5167,2013,234,Radnor,3
1254,2013,234,Radnor,4
5699,2013,234,Radnor,4
3675,2013,234,Radnor,4
6936,2013,234,Radnor,3
4097,2013,234,Radnor,4
4111,2013,234,Radnor,5
5584,2013,234,Radnor,3
6910,2013,234,Radnor,4
2368,2013,234,Radnor,5
2803,2013,234,Radnor,4
5536,2013,234,Radnor,4
4413,2013,234,Radnor,4
5253,2013,234,Radnor,3
898,2013,234,Radnor,4
4686,2013,234,Radnor,3
7458,2013,234,Radnor,4
4927,2013,234,Radnor,5
6300,2013,234,Radnor,5
6673,2013,234,Radnor,4
4311,2013,234,Radnor,4
531,2013,234,Radnor,4
5130,2013,234,Radnor,4
3147,2013,234,Radnor,3
2297,2013,234,Radnor,4
1803,2013,234,Radnor,3
750,2013,234,Radnor,3
1545,2013,234,Radnor,3
6099,2013,234,Radnor,4
2915,2013,234,Radnor,2
1405,2013,234,Radnor,4
3540,2013,234,Radnor,4
987,2013,234,Radnor,4
5350,2013,234,Radnor,4
4269,2013,234,Radnor,4
1262,2013,234,Radnor,5
3880,2013,234,Radnor,4
6274,2013,234,Radnor,5
3932,2013,234,Radnor,4
2260,2013,234,Radnor,4
5874,2013,234,Radnor,5
3266,2013,987,Kentwood,
6035,2013,234,Radnor,3
4285,2013,987,Kentwood,4
1346,2013,234,Radnor,3
2517,2013,234,Radnor,5
4621,2013,234,Radnor,4
4882,2013,234,Radnor,4
4884,2013,234,Radnor,4
6402,2013,234,Radnor,4
6704,2013,234,Radnor,2
5596,2013,234,Radnor,2
2361,2013,234,Radnor,4
782,2013,987,Kentwood,
5655,2013,234,Radnor,4
5152,2013,234,Radnor,3
6265,2013,234,Radnor,4
2714,2013,234,Radnor,4
6506,2013,234,Radnor,3
4991,2013,234,Radnor,4
1391,2013,987,Kentwood,5
1248,2013,234,Radnor,5
2223,2013,234,Radnor,4
5404,2013,234,Radnor,5
5796,2013,234,Radnor,3
4726,2013,234,Radnor,4
1250,2013,234,Radnor,4
2473,2013,234,Radnor,4
1941,2013,234,Radnor,4
210,2013,234,Radnor,3
4666,2013,987,Kentwood,5
3727,2013,234,Radnor,4
95,2013,234,Radnor,4
3858,2013,234,Radnor,3
2754,2013,987,Kentwood,5
5747,2013,234,Radnor,2
4336,2013,234,Radnor,4
2031,2013,234,Radnor,4
6696,2013,234,Radnor,4
1606,2013,987,Kentwood,4
983,2013,234,Radnor,4
3326,2013,234,Radnor,4
7353,2013,234,Radnor,5
5260,2013,234,Radnor,5
4502,2013,234,Radnor,4
5535,2013,234,Radnor,4
2354,2013,234,Radnor,5
7196,2013,234,Radnor,4
4385,2013,234,Radnor,4
5273,2013,987,Kentwood,
1988,2013,234,Radnor,3
1131,2013,234,Radnor,4
1627,2013,234,Radnor,5
4434,2013,234,Radnor,1
1983,2013,234,Radnor,5
5026,2013,234,Radnor,3
